A000062,A000161,A000186,B000145,B000176,B000271,B000356,B000384,B000436,B000820,B000823,B001167,B001180,B001208,C000128,C000154,C000220,C000221,C000338,C000506,C000802,C001006,D000036,D000360,D000456,D000516,D000585,E000018,E000112,E000211,F000190,F000356,F000401,G000131,G000267,G000320,G000418,H000385,H000502,H000559,H000598,H000720,H000875,H000953,H000963,I000050,J000013,J000093,J000160,J000195,K000044,K000107,K000144,K000176,K000292,K000335,L000025,L000070,L000224,L000428,M000053,M000086,M000113,M000177,M000199,M000315,M000332,M000582,M000771,M000859,M001014,M001078,M001108,N000023,N000053,O000088,P000100,P000150,P000460,P000575,R000317,R000536,S000021,S000138,S000187,S000505,S000553,S000590,S000701,S000852,S001136,T000254,T000259,W000190,W000269,W000465,W000518,W000666,Y000047,date,isAmendment,requires,result,title
Nay,Nay,Yea,,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Nay,Yea,,Nay,Yea,Nay,Yea,Yea,Nay,Not Voting,Yea,,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Present,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,,Yea,Nay,Nay,Nay,Nay,,Yea,1955-03-24,0,,Rejected,hr3952
Nay,Nay,Yea,,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Present,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,,Yea,1955-03-25,0,,Adopted,s1
Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Present,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Nay,,Yea,1955-03-25,0,,unknown,s1
Not Voting,Yea,Yea,,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Not Voting,,Yea,Yea,,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Not Voting,Yea,Yea,,Yea,1955-04-01,0,,unknown,
Not Voting,Yea,Yea,,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Not Voting,,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Not Voting,Not Voting,Yea,Yea,,Yea,1955-04-01,0,,Ratified,
Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Present,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Present,Nay,Nay,Yea,,Yea,Nay,Nay,Nay,Yea,Yea,Not Voting,Nay,,Yea,Yea,,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Present,Present,Yea,Yea,Nay,Yea,Nay,Yea,Present,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,,Present,Nay,Present,Not Voting,Yea,,Nay,1955-04-20,0,,Rejected,s500
Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Present,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,Present,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,Nay,Nay,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Present,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,,Not Voting,Yea,Present,Not Voting,Nay,,Yea,1955-04-20,0,,Passed,s500
Nay,Not Voting,Nay,,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Present,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,,Nay,Nay,,Nay,Nay,Nay,Nay,Present,Nay,Not Voting,Nay,Present,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Not Voting,Nay,Yea,,Nay,1955-04-26,0,,Rejected,hr5239
Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Present,Nay,Yea,Nay,Nay,Yea,,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,,Nay,1955-05-04,0,,Rejected,hr1
Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,,Nay,Not Voting,,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Present,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Not Voting,,Yea,1955-05-04,0,,Rejected,hr1
Nay,Nay,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Present,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Present,Nay,Yea,Nay,Nay,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,,Nay,Nay,,Nay,Yea,Yea,Nay,Nay,Present,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Present,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,,Nay,Nay,Nay,Nay,Present,,Nay,1955-05-04,0,,Rejected,hr1
Yea,Yea,Yea,,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,,Yea,Yea,,Nay,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Nay,Yea,Not Voting,,Nay,1955-05-04,0,,Passed,hr1
Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Present,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Present,Yea,Yea,Nay,Yea,,Yea,Yea,Present,Yea,Not Voting,Yea,Not Voting,Yea,,Nay,Yea,,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Yea,Present,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,,Yea,Yea,Yea,Yea,Nay,,Yea,1955-05-11,0,,Adopted,s1
Yea,Yea,Yea,,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Present,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,,Yea,Yea,Present,Nay,Nay,Present,Not Voting,Nay,,Yea,Yea,,Nay,Nay,Nay,Nay,Nay,Nay,Present,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,,Nay,Yea,Present,Present,Yea,,Nay,1955-05-17,0,,Rejected,hr1573
Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Nay,Not Voting,,Yea,Yea,Present,Present,Yea,,Yea,1955-05-19,0,,Passed,sjres8
Nay,Nay,Yea,,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,,Nay,Yea,Nay,Yea,Yea,Yea,Yea,Yea,,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,,Nay,Nay,Yea,Not Voting,Nay,,Yea,1955-05-24,0,,unknown,s1
Yea,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Yea,Yea,,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Nay,Present,Nay,,Nay,1955-05-25,0,,Rejected,s1048
Nay,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,,Yea,Yea,,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,,Yea,Yea,Yea,Present,Yea,,Nay,1955-05-25,0,,Rejected,s1048
Yea,Not Voting,Not Voting,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Not Voting,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,,Yea,1955-06-01,0,,Passed,s2061
Yea,Not Voting,Not Voting,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Present,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,,Present,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Yea,,Not Voting,Yea,Yea,Yea,Yea,,Yea,1955-06-01,0,,Ratified,
Nay,Not Voting,Not Voting,,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Present,Nay,Nay,Not Voting,Yea,Nay,Nay,Yea,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,,Yea,Yea,,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,Present,Nay,Nay,Yea,,Yea,1955-06-02,0,,Rejected,s2090
Nay,Not Voting,Not Voting,,Yea,Nay,Nay,Nay,Yea,Yea,Present,Nay,Yea,Yea,Present,Nay,Nay,Present,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Present,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,,Yea,Nay,,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Present,Yea,Nay,Yea,,Yea,1955-06-02,0,,Rejected,s2090
Nay,Not Voting,Nay,,Yea,Nay,Nay,Nay,Nay,Yea,Present,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,Nay,Yea,Nay,Yea,Nay,Present,Nay,,Nay,Nay,,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Present,Yea,Nay,Yea,,Yea,1955-06-02,0,,unknown,s2090
Nay,Not Voting,Nay,,Yea,Nay,Not Voting,Nay,Nay,Nay,Present,Nay,Nay,Nay,Present,Nay,Nay,Present,Present,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Present,Nay,Present,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,,Nay,Nay,,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Present,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Present,Yea,Nay,Yea,,Yea,1955-06-02,0,,Rejected,s2090
Nay,Not Voting,Nay,,Yea,Nay,Not Voting,Nay,Yea,Yea,Present,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Present,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,Nay,Present,Nay,Yea,Nay,Not Voting,Yea,,Nay,Nay,,Yea,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,Present,Yea,Nay,Yea,,Yea,1955-06-02,0,,Rejected,s2090
Nay,Not Voting,Nay,,Yea,Nay,Not Voting,Nay,Nay,Present,Present,Nay,Nay,Nay,Nay,Nay,Nay,Present,Present,Not Voting,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,Present,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Yea,,Yea,Nay,,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Present,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Nay,Present,Nay,Present,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Present,Yea,Nay,Yea,,Yea,1955-06-02,0,,Rejected,s2090
Nay,Not Voting,Nay,,Nay,Nay,Not Voting,Nay,Nay,Nay,Present,Nay,Nay,Yea,Nay,Nay,Nay,Present,Present,Not Voting,Nay,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Present,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,,Nay,Nay,,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Present,Yea,Nay,Yea,,Yea,1955-06-02,0,,Rejected,s2090
Yea,Not Voting,Nay,,Yea,Yea,Not Voting,Yea,Nay,Yea,Present,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Present,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Yea,Present,Not Voting,Nay,Nay,Yea,Nay,Nay,Yea,Nay,,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,Nay,,Yea,Yea,,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Present,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Nay,,Yea,Present,Yea,Yea,Yea,,Yea,1955-06-02,0,,Rejected,s2090
Yea,Not Voting,Yea,,Nay,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Present,Yea,Yea,Not Voting,Present,Not Voting,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Nay,Present,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Nay,,Yea,Yea,,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Present,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Present,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,Not Voting,Nay,Yea,Nay,,Nay,1955-06-02,0,,Passed,s2090
Nay,Yea,Nay,,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Yea,Nay,,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Nay,,Yea,Yea,,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Present,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,,Yea,Yea,Yea,Not Voting,Yea,,Not Voting,1955-06-07,0,,Rejected,s2126
Yea,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,,Yea,Yea,,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Yea,Present,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Yea,,Yea,Nay,Nay,Yea,Nay,,Not Voting,1955-06-07,0,,Passed,s2126
